Código Postal,Asentamiento,Tipo de Asentamiento,Municipio,Estado,Ciudad,
72810,Santo Niño,Barrio,San Andrés Cholula,Puebla,San Andrés Cholula,
72774,Santorini,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
72768,Cerrada San Vicente,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
72768,Cerrada San Vicente,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
72498,Nueva Jerusalén,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72227,Ampliación Rivera de Aparicio Segunda Sección,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72900,Sección Sexta de San Miguel Canoa (Apantenco),Colonia,Puebla,Puebla,,
72823,Tepecuitlalpa,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72850,Tercera Sección de Santa Clara Ocoyucan,Colonia,Ocoyucan,Puebla,,
72193,Angelopolis,Zona comercial,Puebla,Puebla,Heroica Puebla de Zaragoza,
72820,San Bernardino Tlaxcalancingo,Pueblo,San Andrés Cholula,Puebla,San Andrés Cholula,
72820,San Bernardino Tlaxcalancingo,Pueblo,San Andrés Cholula,Puebla,San Andrés Cholula,
72820,San Bernardino Tlaxcalancingo,Pueblo,San Andrés Cholula,Puebla,San Andrés Cholula,
72825,Tlaxcalli Residencial,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72530,Anzures,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72194,Del Arte,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72833,Torres de Plata,Condominio,San Andrés Cholula,Puebla,San Andrés Cholula,
72825,Mira,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72360,Veracruz,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72480,Tres Cerritos,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72013,Santa Bárbara,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
74290,Militar,Unidad habitacional,Atlixco,Puebla,Atlixco,
72350,Unidad San Ángel (San Salvador Ch.),Unidad habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72754,Uniko,Conjunto habitacional,San Pedro Cholula,Puebla,San Pedro Cholula,
72590,Universidad,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72589,Universidades,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72830,Valle Real,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72700,Ángeles,Fraccionamiento,Cuautlancingo,Puebla,Cuautlancingo,
72580,Vesta Hera,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72810,Bertha,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72700,Ángeles,Fraccionamiento,Cuautlancingo,Puebla,Cuautlancingo,
72700,Ángeles,Fraccionamiento,Cuautlancingo,Puebla,Cuautlancingo,
72310,Villa Frescura VI,Condominio,Puebla,Puebla,Heroica Puebla de Zaragoza,
72030,Futura,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72724,Villa Olímpica,Colonia,Cuautlancingo,Puebla,,
72724,Villa Olímpica,Colonia,Cuautlancingo,Puebla,,
72210,Roma,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72193,Angelopolis,Zona comercial,Puebla,Puebla,Heroica Puebla de Zaragoza,
73040,San Rafael,Ranchería,Venustiano Carranza,Puebla,,
72764,Cholollan,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
72836,Geovillas Atlixcayotl,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72810,Aztlán,Conjunto habitacional,San Andrés Cholula,Puebla,San Andrés Cholula,
75719,Villa Benavente,Fraccionamiento,Tehuacán,Puebla,Tehuacán,
73430,Cristo Rey,Ranchería,Hueytlalpan,Puebla,,
72703,Cuautlancingo,Conjunto habitacional,Cuautlancingo,Puebla,Cuautlancingo,
72835,Villas de Atlixco,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72520,La Calera,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72837,Villa de Zavaleta,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
73454,Primera Sección,Barrio,Huitzilan de Serdán,Puebla,,
72490,Villas el Ensueño,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72810,El Puente,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72120,Independencia,Unidad habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72130,La Libertad,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72410,La Noria,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72040,La Pedrera,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72776,Las Villas,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
72050,Los Arcos,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72100,Los Cipreses,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72100,Magnolias,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72735,Villas de Morillotla,Fraccionamiento,Cuautlancingo,Puebla,,
72825,Orión,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72825,Orión,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72260,Rementeria,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72497,San Cristóbal,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72090,San Sebastián,Barrio,Puebla,Puebla,Heroica Puebla de Zaragoza,
72595,Santa Catarina,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72459,Azul,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72194,Del Arte,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72830,Vista Real,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72830,Vista Real,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72824,Vistas del Ángel,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72837,Vistas del Volcán,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72595,Guadalupe,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72828,Xicotzingo,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72150,Residencial Ex-Hacienda de Zavaleta,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72150,Residencial Ex-Hacienda de Zavaleta,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72837,La Concepción,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72193,Angelopolis,Zona comercial,Puebla,Puebla,Heroica Puebla de Zaragoza,
72193,Angelopolis,Zona comercial,Puebla,Puebla,Heroica Puebla de Zaragoza,
72193,Angelopolis,Zona comercial,Puebla,Puebla,Heroica Puebla de Zaragoza,
72810,Zona de Profesores,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
